COURSE PREFIX,COURSE NUMBER,NAME,CREDITS,DESCRIPTION,PREREQUISITE,RESTRICTION,FORMERLY NAMED,RECOMMENDED,CREDIT ONLY GRANTED FOR,REPEATABLE TO,CROSS-LISTED,COREQUISITE
ANTH,ANTH478,Special Topics in Linguistics,3,Advanced courses in specialty areas that respond to new theoretical developments and faculty research interests in linguistics.,,,,LING200,,6 credits if content differs,,
ANTH,ANTH481,Environmental Ethnographies of Asia,3,"Examines social and ecological environments in Asia through the lens of classic and contemporary ethnographies from across the continent. Considers how cultural, political and economic dynamics interact with ecological systems in both recurring and unexpected ways. Ethnographies include case studies of global commodity chains, technoscientific management, borders and migration, conservation, and local knowledge as they intersect with changing environments.",,,,,ANTH481 or ANTH681,,,
ANTH,ANTH485,Honors Research Preparation,3,"Honors Research Preparation is an independent study course during which the Honors candidate will work with their Honors Thesis Advisor to establish not only the structure of the thesis and timeline, but also the formation of Thesis Review Committee.",,Permission of BSOS-Anthropology department; and must be in Anthropology program; and must be admitted to University Honors Program or Anthropology Honors Program,,,,,,
ANTH,ANTH486,Honors Research,3-4,"Capstone course in which students pursue independent research into a current problem in anthropology, selected with assistance of a committee of faculty. Research leads to the writing of an honors thesis in anthropology.",,Permission of BSOS-Anthropology department; and must be in Anthropology program; and must be admitted to University Honors Program or Anthropology Honors Program,,,ANTH486 or ANTH476,,,
ANTH,ANTH487,Honors Thesis,3-4,Capstone course in which students write a thesis on the results of independent research into a current problem in anthropology.,ANTH486,Permission of BSOS-Anthropology department; and must be in Anthropology program; and must be admitted to University Honors Program or Anthropology Honors Program,,,ANTH487 or ANTH477,,,
ANTH,ANTH496,Field Methods in Archaeology,6,Field training in the techniques of archaeological survey and excavation.,,,,,,,,
ANTH,ANTH498,Advanced Field Training in Ethnography,1-8,Experience in field research utilizing a variety of ethnographic methods of inquiry.,,,,,ANTH498 or ANTH698,6 credits if content differs,,
AOSC,AOSC123,Causes and Consequences of Global Change,3,"Study of the major components of Earth's climate system and climate change history. Discussion of 21st century climate change prediction, mitigation and adaptation efforts.Cross-listed with: GEOL123.",,,,,"AOSC123, GEOG123, or GEOL123",,,
AOSC,AOSC200,Weather and Climate,3,"What are weather and climate? Most people think they know but if you ask people to explain the differences and similarities you're bound to get a range of answers. Weather affects not just our daily activities but other important aspects of society such as transportation, commerce, security and agriculture. Most people understand what weather is to some extent. Climate and climate change are concepts that evoke strong emotional responses from people but are less well understood. In this class, students examine fundamental issues such as the greenhouse effect, severe weather, and global weather patterns and how they relate to a changing climate. Instruction in the lectures will provide the basic knowledge needed to understand these issues. In the discussion sections, students will be divided into groups to address the implications of these topics through group projects.","MATH107, MATH110, or MATH115",,,Concurrent enrollment in AOSC201,,,,
AOSC,AOSC201,Weather and Climate Laboratory,1,"Laboratory exercises to supplement AOSC200, including weather observations, weather map analysis, forecasting practice and climate modeling.",,,,,,,,AOSC200
AOSC,AOSC247,Scientific Programming: Python,3,"A comprehensive introduction to scientific computation and visualization techniques with Python applied to data intensive questions in the Natural Sciences. The class emphasizes real-world applications, providing students with essential hands-on experience using Python for data analysis and visualization, developing analytical skills for observational and modeling data, and performing virtual experiments to distinguish data contributing factors. Students will gain an understanding of the scientific data issues including: signal vs noise, trend vs periodicity, mean vs extreme changes, and accuracy vs uncertainty. Students will gain extensive experience using command line linux. Skills including local and remote file transfer and synchronization, file and directory permission, utilities for diagnosing performance issues, and data compression.",MATH140,,,Familiarity with basic descriptive statistics,AOSC458J or AOSC247,,,
AOSC,AOSC347,Computing and Data Analysis: Deciphering Climate Change Clues,3,"A comprehensive introductory course designed to prepare students to identify, interpret, and visualize Earth's climate variations observed in the past and projected into the future. The class emphasizes real-world applications, providing students with essential hands-on experience using MATLAB for data analysis and visualization, developing analytical skills for observational and modeling data, and performing virtual experiments to distinguish data contributing factors. Students will gain an understanding of the scientific issues concerning the modern global warming debate on detection and attribution including: signal vs noise, trend vs periodicity, natural vs anthropogenic forcing, local vs remote response, mean vs extreme changes, and accuracy vs uncertainty.",MATH140,,,Familiarity with basic descriptive statistics,AOSC347 or AOSC358L,,,
AOSC,AOSC358,Special Topics in Atmospheric and Oceanic Science,1-4,"Special topics in atmospheric and oceanic science are given intensive study. The topic of concentration varies, from semester to semester and depends on student and faculty interests. Often, specialists from other institutions are invited to the campus on a visiting lectureship basis to conduct the course.",,,,,,12 credits,,
AOSC,AOSC375,Introduction to the Blue Ocean,3,"The global ocean is a major component of the Earth System that shapes life on earth, including our weather and climate. We explore the observation-based interdisciplinary science of oceanography, identifying its strong connections to related sciences like meteorology, and geography. We apply this developing understanding to environmental issues such as marine pollution, fish and fisheries, as well as to climate variability and to the changes to the marine environment that are resulting from steadily rising levels of atmospheric greenhouse gasses. Focusses include the biogeochemical and physical changes we can observe in the nearby Chesapeake Bay and the coastal waters of Eastern Shore, Maryland.",MATH120 or higher,,,"MATH121, MATH141, PHYS161, or PHYS171.",AOSC375 or GEOL375,,: GEOL375,
AOSC,AOSC386,Experiential Learning,3-6,Experiential learning in atmospheric and oceanic science.,,"Junior standing or higher; and must have a learning proposal approved by the Office of Experiential Learning Programs, faculty sponsor and student's internship sponsor",,,,,,
AOSC,AOSC399,Independent Study in Academic Peer Mentoring,1-3,Earn academic credit for the time spent supporting an AOSC course in the Academic Peer Mentoring Program (AMP).,,,,,,6 credits,,TLTC333
AOSC,AOSC400,Physical Meteorology,3,"The application of basic classical physics, chemistry and mathematics to the study of the atmosphere. Composition of the atmosphere; energy sources and sinks (radiation in the atmosphere; radiative balance and radiative forcing of atmospheric processes); atmospheric thermodynamics; clouds and precipitation physics; atmospheric electricity and optics; mesoscale processes (e.g., orographic mesoscale phenomena and instabilities); air mass boundaries; severe weather, tropical cyclones; storms; global circulation.","1 course with a minimum grade of C- from (PHYS171, PHYS161, MATH141); or permission of CMNS-Atmospheric & Oceanic Science department",,,,,,,
AOSC,AOSC401,Climate Dynamics and Earth System Science,3,"Introduction of the earth and global climate systems and their major components: atmosphere, land, ocean, biosphere and cryosphere. Key processes governing the function of the earth's climate: Global energy balance and water cycle, climate dynamics (general circulation of the atmosphere and ocean) and climate physics (aerosol, cloud and rain), as well as climate variability and climate changes. Phenomena resulting from this coupled system including El Nino-Southern Oscillation, monsoons, and the hydrological cycle will be discussed, with a focus on how the Earth System responds to global warming.",AOSC400 or AOSC200; and MATH141; and (PHYS161 or PHYS171). Or permission of instructor,,,,,,,
AOSC,AOSC420,Physical Oceanography,3,"Ocean observations. Water masses, sources of deep, intermediate, and surface water. Mass, heat, and salt transport, and the meridional overturning circulation. Geochemical tracers and cycles, including carbon. Western boundary currents, mixed layers, and processes maintaining the thermocline. Coastal and estuarine processes. Surface waves and tides. the ocean's role in climate.",MATH141 and PHYS141,,,"AOSC200. Also offered as: GEOL670, AOSC670","AOSC420, AOSC670, or GEOL670",,,
AOSC,AOSC424,Remote Sensing of the Atmosphere and Ocean,3,"Many of the properties of the atmosphere, ocean, and land surface are most easily observed from satellite remote sensing. This course will provide students with a hands-on introduction to a variety of passive and active sensing techniques and sensors observing our changing environment. Topics include: orbital dynamics and electromagnetic properties of the atmosphere and surface; atmospheric emission characteristics and scattering; chemical composition and spectroscopy; temperature retrievals; detection and retrieval of aerosol, cloud and rain; ocean surface properties; sea surface temperature and color; active sensing of wind stress, sea level, and internal waves; time-dependent gravity; properties of vegetation and ice.","1 course with a minimum grade of C- from (PHYS171, PHYS161, MATH141); or permission of instructor",,,,,,,
AOSC,AOSC431,Atmospheric Thermodynamics,3,"Classical thermodynamics applied to both the dry and the moist atmosphere. Composition; phase changes of water; stability concepts; Properties of aerosols and clouds, cloud nucleation and precipitation processes, atmospheric electricity, cloud and precipitation chemistry.","1 course with a minimum grade of C- from (PHYS171, PHYS161, MATH141)",,,MATH246,,,,
AOSC,AOSC432,Dynamics of the Atmosphere and Ocean,3,"Equations of motion and their approximation, scale analysis for the atmosphere and the ocean. Conservation properties. Fluid motion in the atmosphere and oceans. Geostrophic/balanced and ageostrphic/unbalanced motion. Circulation, vorticity, and potential vorticity. Introduction to the boundary layer.",AOSC431,,,,AOSC432 or AOSC632,,,MATH246
AOSC,AOSC434,Air Pollution and Environmental Justice,3,"Basic concepts in physics and chemistry of the atmosphere as applied to air pollution and environmental justice. Production, transformation, spatial scales, transport, and removal of air pollutants. The problems of photochemical smog, the greenhouse effect & climate change, stratospheric ozone, visibility. Numerical simulation of air pollution. Health and environmental effects of air pollution in the developed and developing world; why some communities suffer disproportionately",CHEM131 and MATH241; or permission of instructor,,,,,,,
AOSC,AOSC436,Principles of Biogeochemistry,3,"An introduction to the basic principles of biogeochemistry including aspects of organic geochemistry, biochemistry, microbiology, global geochemical cycles, the origin of life and paleoenvironmental evolution.",MATH120 or MATH140; or must have completed MATH220. And (GEOL100 or GEOL120); and GEOL322. And CHEM131 and CHEM132; or (CHEM135 and CHEM136),Non-degree-seeking students require the permission of the instructor.,,,GEOL436 or AOSC436,,: GEOL436,
AOSC,AOSC437,Global Climate Change: Past and Present,3,"Introduction to the processes by which climate varies, the paleoclimate record, and projections of climate change into the 21st century, including discussion of climate sensitivity to external radiative forcing.",MATH115 or MATH140; and (GEOL100 or GEOL120); and (CHEM131 or CHEM135); and (CHEM132 or CHEM136).,,,,AOSC437 or GEOL437,,: GEOL437,
AOSC,AOSC447,Machine Learning in Earth Science,3,"A comprehensive introductory course designed to prepare undergraduate and graduate students for applying machine learning techniques to solve real-world problems in Earth science. It emphasizes practical solution implementation, providing students with essential hands-on experience using the most popular open-source analytics tools based on Python, a general-purpose programming language. The course works through all steps in machine learning, from problem specification, data analytics to analytical solution, and applies advanced statistical and analytical algorithms to uncover hidden data relationships and transform them into predictive understanding or decision support. The topics covered include: Python programming, SciPy and Scikit-learn utility, data engineering, visualization, classifiers, regression models, canonical correlation analysis, structural equation models, decision trees, random forests, boosting machines, support vector machines, clustering, dimensionality reduction, principal component analysis, and neural networks.",Must have completed MATH140,,,,,,,
AOSC,AOSC458,Advanced Topics in Atmospheric and Oceanic Science,1-4,"Special topics in atmospheric and oceanic science are given intensive study. The topic of concentration varies, from semester to semester and depends on student and faculty interests. Often, specialists from other institutions are invited to the campus on a visiting lectureship basis to conduct the course.",,,,,,12 credits,,
AOSC,AOSC462,Ecohydrology,3,"Focuses on the study of hydrologically-controlled ecosystems, e.g. systems in which either excess and/or deficit of water and nutrients are determinants of its structure and function. Such systems have complex dynamic characteristics that depend on many interrelated links between climate, soil and vegetation.","MATH240, MATH241 and MATH246; or permission of instructor. Jointly offered with: AOSC662",,,,AOSC462 or AOSC662,,,
AOSC,AOSC463,Water and Climate Systems,3,"Focuses on exploring the relationships between water, climate, land, energy, and the economy (the so called ""nexus"") through an interwoven understanding of the physical, economic, and institutional relationships and constraints that influence management and decision-making process in water supply, energy generation and food production. The course emphasizes the use of integrated assessment (IA) modeling tools as a way to formalize these relationships and explore their implications. Lectures will be complemented with online discussion sessions and applied modeling exercises to get hands-on knowledge of practical solutions to nexus challenges.","MATH240, MATH241 and MATH246; or permission of instructor. Jointly offered with: AOSC663",,,,AOSC463 or AOSC663,,,
AOSC,AOSC470,Synoptic Meteorology,3,"Atmospheric properties and observations, meteorological analysis and charts, operational numerical forecasts. Application of quasigeostrophic theory, baroclinic instability, midlatitiude and mesoscale weather systems. Tropical meteorology. Weather forecasting using numerical and statistical models. Prediction of weather phenomena on the global, syoptic, meso, and local scales. Analysis of surface and upper air data; Norwegian cyclone model; introduction to weather forecasting.",Minimum grade of C- in AOSC431 and AOSC432,,,,"AOSC470, AOSC600, or METO600",,,
AOSC,AOSC472,Mesoscale Meteorology,3,Survey a broad range of mesoscale meteorological features with emphasis on convection and associated phenomena. Define the mesoscale and understand its underlying principles; Introduce non-convective circulations and their importance for weather forecasting; Understand the precursors and occurrence of deep moist convection.,"AOSC432, AOSC600, AOSC610, or AOSC470",Non-degree-seeking students require the permission of the instructor. Jointly offered with: AOSC602,,,AOSC472 or AOSC602,,,
AOSC,AOSC475,"Carbon Cycle and Climate: Past, Present, and Future",3,"The fundamentals of the Earth's carbon cycle, a key biogeochemical cycl that controls Earth's climate and life. The changing characteristics of the carbon cycle on several timescales, ranging from geological, interannual, and the more recent anthropogenic influences on carbon cycle and climate. The carbon cycle in the atmosphere, land, ocean, and the biosphere. The underlying human activities such as fossil fuel burning and deforestation that are responsible for the increase in the atmosphere CO2 and our future options in dealing with the carbon problem such as alternative energy and carbon sequestration.Jointly offered with: AOSC675.",,,,,AOSC475 or AOSC6 75,,,
AOSC,AOSC480,Introduction to Earth System Science,3,"Focuses on exploring the relationships between the atmosphere, the oceans, water, climate, land, vegetation, energy, and human systems through an interwoven understanding of the physical, biogeochemical and socioeconomic relationships and constraints that influence management and decision-making processes in societal issues such as water supply, power generation, food production, ecosystem services and others. The course introduces integrated assessment (IA) science as a framework to formalize these relationships and explore their implications.","MATH240, MATH241 and MATH246; or permission of instructor. Jointly offered with: AOSC680",,,,AOSC480 or AOSC680,,,
AOSC,AOSC484,Climate System Modeling,3,"Fundamentals in building computer models to simulate the components of the climate system: atmosphere, ocean ice, land-surface, terrestrial and marine ecosystems, and the biogeochemical cycles embedded in the physical climate system, in particular, the carbon cycle. Simple to state-of-the-art research models to tackle problems such as the Daisy World, El Nino and global warming.Jointly offered with: AOSC684.",,,,,AOSC484 or AOSC6 84,,,
AOSC,AOSC493,Senior Research Project I,3,"Technical writing and oral presentation skills. Planning, writing, and presenting a plan for research in the geosciences.",Permission of CMNS-Atmospheric & Oceanic Science department,Must be in Atmospheric and Oceanic Science program; or permission of instructor,,,,,,
AOSC,AOSC494,Atmospheric and Oceanic Science Seminar,1,"Exposure to a wide range of contemporary topics in atmospheric, oceanic, and climate sciences, to foster research interests and promote critical thinking through the weekly AOSC departmental seminar series.",Minimum grade of C- in AOSC431 and AOSC432,Permission of the Atmospheric and Oceanic Science Department,,,,,,
AOSC,AOSC498,Senior Research Project II,3,The project will be based on the research or development plan created in AOSC493. It may be completed with the approval of a faculty advisor in conjunction with an internship. Final written thesis and oral defense will be expected.,AOSC493,,,,,,,
AOSC,AOSC499,Special Problems in Atmospheric Science,1-3,Research or special study in the field of meteorology and the atmospheric and oceanic sciences.,Permission of CMNS-Atmospheric & Oceanic Science department,,,,,6 credits,,
ARAB,ARAB101,Elementary Arabic I,3,"Introduction to modern standard Arabic in both its spoken and written form. Equal emphasis on all four skill areas: speaking, listening, reading, and writing.",,,,,,,,
ARAB,ARAB104,Elementary Modern Standard Arabic I-II,6,"An intensive course focusing on developing functional proficiency in the standard Arabic language, both written and formal spoken. Begins with script and phonology, and develops into a limited range of situation-based texts and topics that build vocabulary, grammar, general communicative competence and cultural awareness.",Must have appropriate Foreign Language Placement Test (FLPT) score,Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB105,Elementary Modern Standard Arabic III-IV,6,"Continuation of ARAB104, developing further linguistic proficiency in Standard Arabic, both written and formal spoken. Covers an extended range of situation-based texts and topics that build vocabulary, grammar, general communicative competence and cultural awareness.",ARAB104; or must have appropriate Foreign Language Placement Test (FLPT) score,Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB169,Special Topics in Study Abroad I,1-6,Special topics course taken as part of an approved study abroad program.,,,,,,15 credits if content differs,,
ARAB,ARAB204,Intermediate Modern Standard Arabic I,6,"Covers topics related to contemporary Arabic society, literature and culture in standard written and formal spoken Arabic. Acquisition of more complex grammatical structures, expanding vocabulary, and reading, to develop a better understanding of the formal aspects of using MSA.",ARAB105; and must have appropriate Foreign Language Placement Test (FLPT) score,Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB205,Intermediate Modern Standard Arabic II,6,"Continuation of ARAB204, with exposure to a wide range of Arabic texts from different domains. Focus on vocabulary, more complex grammatical forms, and a better understanding of the formal aspects of using MSA as well as the cultural aspects of using the language.",ARAB204; or must have appropriate Foreign Language Placement Test (FLPT) score,Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB206,Egyptian Colloquial Arabic I,3,"Develops communicative skills and cultural knowledge in Egyptian Arabic. Focuses on various social interactions, work and school situations, as well as specifics of pronunciation and grammar of the Egyptian dialect. Designed for students who have completed two years of the regular Arabic sequence classes (104-105 and 204-205) or equivalent.","ARAB205; or permission of ARHU-School of Languages, Literatures, and Cultures department",Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB207,Egyptian Colloquial Arabic II,3,"Further develops communicative skills and cultural knowledge in Egyptian Arabic, extending range of contexts and types of social interaction. Focuses on various aspects of Egyptian popular culture.",ARAB206; or students who have taken courses with comparable content may contact the department,Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB250,Food Cultures in the Global Middle East,3,"Food is the stuff of everyday routine and rich symbolic meaning, from holiday meals to daily staples. Studying food offers new perspectives on modernization, colonialism, and nationalism, and illuminates popular experiences of major historical events. This course introduces students to the history and cultures of the modern Middle East and North Africa using secondary literature and primary source materials addressing the sources and methods used in humanistic food studies scholarship. Students will gain a nuanced understanding of the diversity and complexities of the region as well as a lens for analyzing its cultures and societies from an everyday human perspective.",,,,,ARAB250 or ARAB499C,,,
ARAB,ARAB253,The Arabian Nights and the Art of Storytelling,3,"One Thousand and One Nights (Arabic Kitab alf laylah wa laylah; English The Arabian Nights) is a collection of stories and folk tales compiled in Arabic during the Islamic Golden Age, and explores how this text has shaped Western perceptions of the Arabic-Islamic world as well as its impact on the literary production of similar works in Europe and the Middle East. Taught in English.",,,,,,,,
ARAB,ARAB269,Special Topics in Study Abroad II,1-6,Special topics course taken as part of an approved study abroad program.,,,,,,15 credits if content differs,,
ARAB,ARAB282,The Arab-Israeli Conflict through Readings in Translation,3,Literary works by both Arab and Jewish authors depicting the impact of the conflict on society and individuals. In English.,,,,,,,,
ARAB,ARAB298,Special Topics in Arabic Studies,1-3,Language and content to be announced when course is offered.,,,,,,9 credits if content differs,,
ARAB,ARAB304,Advanced Modern Standard Arabic I,3,"Advanced grammar, reading, writing, speaking in Arabic; study of contemporary Arabic society, politics, and culture.","ARAB205; or permission of ARHU-School of Languages, Literatures, and Cultures department",Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB305,Advanced Modern Standard Arabic II,3,"Further advanced grammar, reading, writing, speaking in Arabic; study of current issues within the Arab World.",ARAB304; or students who have taken courses with comparable content may contact the department,Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB315,Intensive Advanced Arabic I,6,Intensive training in written and spoken Arabic at the Advanced-low level of proficiency. Additional intensive training in effective listening and reading skills. Substantial cultural component exploring traditions and customs of the Middle East in addition to current social issues.,"ARAB205; or permission of ARHU-School of Languages, Literatures, and Cultures department",Must not have completed ARAB304,,,,,,
ARAB,ARAB316,Intensive Advanced Arabic II,6,Intensive training in written and spoken Arabic at the Advanced-mid level of proficiency. Additional training in effective listening and reading skills. Substantial cultural component exploring traditions and customs of the Middle East in addition to current social issues.,"ARAB304 or ARAB315; or permission of ARHU-School of Languages, Literatures, and Cultures department",Must not have completed ARAB305,,,ARAB305 or ARAB316,,,
ARAB,ARAB321,Arabic Media,3,Examines the role of the Arabic media in shaping public opinion and influencing relations between the Arab world and the non-Arab world. Focus on content and acquistion of Modern Standard Arabic. Taught in Arabic.,ARAB305; or permission of instructor,,,,,,,
ARAB,ARAB341,Filming War Zones: Representations of Wars in Iraq & Chechnya,3,"Comparative study of ideological and cultural discourses in war films covering military conflicts in Iraq and Chechnya in late 20th-early 21st centuries. Materials include American, Middle Eastern, and Russian feature films and documentaries; theories of propaganda, ideology and popular culture. Taught in English.Cross-listed with: CINE341.",,,,,"ARAB341, CINE341 or FILM341",,,
ARAB,ARAB369,Special Topics in Study Abroad III,1-6,Special topics course taken as part of an approved study abroad program.,,,,,,15 credits if content differs,,
ARAB,ARAB386,Experiential Learning,3-6,"Pre-professional experience in research, analysis and writing in a work setting. Project proposal approved by faculty and internship sponsor. Junior standing.",,"Permission of ARHU-School of Languages, Literatures, and Cultures department",,,,,,
ARAB,ARAB398,Special Topics in Arabic Studies,3,"In-depth study of a particular aspect of Arabic culture, literature, and language. Specific topic to be announced when offered. Taught in Arabic.",ARAB304,,,,,6 credits if content differs,,
ARAB,ARAB399,Independent Study In Arabic,1-3,Research and writing or specific readings on a topic selected by the student and supervised by a faculty member on the Department of Arabic Studies. To be planned during semester preceding registration.,"Permission of ARHU-School of Languages, Literatures, and Cultures department",,,,,,,
ARAB,ARAB401,Readings in Arabic Literature,3,"A survey of Modern Arabic literature is given through a range of selected texts. Texts are studied as literature with constant reference to the social, cultural and political contexts in which they were written. Taught in Arabic.","ARAB305; or permission of ARHU-School of Languages, Literatures, and Cultures department",Must not be a fluent/native speaker of Arabic,,,,,,
ARAB,ARAB410,Ideology of Stereotyping: American and Middle Eastern Film and Television,3,"Exploration of cultural stereotyping, using examples from American and Middle Eastern cinema and television. Students will examine ideological constructs of Otherness and its history, including Orientalism; propaganda techniques; and audiovisual aspects of stereotyping. While the focus is on American and Middle Eastern cultural production, the course will engage broader issues of stereotyping in contemporary society and media. Readings include theories of propaganda and cultural ideology.",,,,,"ARAB410, ARAB499Q, FILM429Q",,,
ARAB,ARAB489,Special Topics in Arabic Studies,3,In-depth study of particular aspect of Arabic language and culture. Specific topics to be announced when course is offered. Taught in Arabic.,"ARAB305; or permission of ARHU-School of Languages, Literatures, and Cultures department",,,,,,,
ARAB,ARAB499,Special Topics in Arabic Studies,3,"In-depth study of particular aspect of Arabic culture, literature and language. Specific topic to be announced when course is offered.",,,,,,6 credits if content differs,,
